fitness_avg_pic,expression,depth,length,factor_order_in_model,sym,freq,y_train_ret_period,start_date_train,end_date_train,start_date_test,end_date_test,metric,current_time
,ts_argmin_10(ta_tsf_20(v_rsi_6_obv)),2,3,alpha_1020,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_kurt_40(ta_minus_dm_25(ta_lr_intercept_20(TA_HT_DCPHASE(taker_vol_lsr)), ts_rank_20(ta_cmo_25(v_rsi_24_sum))))",4,8,alpha_1021,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_mean_return_10(ts_kurt_40(ts_sum_17(v_cmo_14_obv))),3,4,alpha_1022,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(ta_atr_25(ta_lr_slope_5(v_ts_std_20), ta_lr_intercept_20(r), TS_CORR_20(taker_vol_lsr, close_macd)), ts_argmin_5(TA_SAR(v_ts_std_20, v_rsi_6_sum)))",3,13,alpha_1023,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_10(ta_trix_21(ts_delta_8(ts_sum_17(sarext))), ta_trima_8(ts_argmin_10(ts_argmin_10(ts_rank_5(l_ts_argrange_5)))))",5,10,alpha_1024,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_argrange_20(ta_tema_21(sin(sarext))),3,4,alpha_1025,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"cos(ts_prod_3(ta_beta_10(ts_wma_55(ta_ema_21(sarext)), ta_trix_8(ta_lr_intercept_20(v_power_a)))))",5,9,alpha_1026,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"inv(ta_lr_slope_5(ta_beta_10(ta_lr_intercept_10(ori_ta_obv), trades)))",4,6,alpha_1027,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_angle_20(ts_mean_return_20(ta_cmo_25(ta_willr_14(oi_ccy, ts_lag_3(ori_rsi_12), v_ts_day_max_20))))",5,8,alpha_1028,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ta_rocp_14(l_line), TA_SAR(ori_ta_ad, ta_atr_25(ori_rsi_6, ori_ta_macd, ori_cmo_25)))",3,9,alpha_1029,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"mul(ta_lr_angle_5(ts_argmax_5(ts_sum_17(ts_argmax_5(sarext)))), ta_minus_dm_14(sar_index, cci_25))",5,9,alpha_1030,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ta_cmo_14(ta_trima_21(v_cci_25_obv)), sub(tan(o_ts_argmin_10), sar_index))",3,8,alpha_1031,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_minus_dm_25(ts_min_20(cci_25), ta_dx_25(ta_lr_slope_20(ts_prod_3(neg(abs(sarext)))), obv_v, v_rsi_6_sum))",6,11,alpha_1032,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_willr_25(sarext, l_ts_argrange_5, v_rsi_6_obv)",1,4,alpha_1033,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dema_55(ts_wma_21(ts_sma_21(ts_max_10(ta_beta_5(tanh(ts_sum_17(v_rsi_12_obv)), TS_CORR_40(ts_argrange_20(ad_index), ta_rsi_24(sar_close)))))))",7,13,alpha_1034,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_lag_8(ta_mom_12(TS_CORR_20(ta_dema_21(ta_lr_intercept_20(ta_dema_8(ta_dema_8(v_rsi_12_obv)))), l_ts_day_min_40)))",7,9,alpha_1035,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ta_trix_8(ts_wma_21(elu(toptrader_count_lsr))), ta_trix_8(TA_HT_DCPERIOD(v_ts_std_20)))",4,8,alpha_1036,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_skew_20(ts_range_20(ta_dema_8(ta_beta_20(ta_rocr_25(ts_range_10(ts_min_20(close_macd))), ts_skew_40(TS_COV_40(ts_argrange_20(sarext), TA_HT_DCPERIOD(o_ts_argmin_10)))))))",7,14,alpha_1037,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_10(ta_cmo_25(ta_mfi_14(h, v_rsi_24_sum, c_ts_sma_21, sar_close)), ta_lr_intercept_20(elu(ori_ta_obv)))",3,10,alpha_1038,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_mean_return_5(ts_argmin_20(ts_max_5(ori_ta_obv))),3,4,alpha_1039,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_trix_55(ta_minus_di_14(ta_lr_intercept_20(TA_BOP(ta_dema_21(cci_25), inv(ori_ta_ad), ta_dx_14(v_ts_day_max_20, c_power_c, cci_14), ta_beta_20(toptrader_count_lsr, c_ts_argrange_10))), ts_max_10(ta_mfi_25(lgp_shortcut_illiq_6, ori_ta_ad, v_ta_cmo_25, v_ts_range_5)), ta_rocp_25(ta_minus_di_25(o_ts_range_10, fm20, sarext))))",5,26,alpha_1040,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_SAR(v_sar_obv, abs(c))",2,4,alpha_1041,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_cmo_14(TA_BOP(v_ts_std_20, toptrader_count_lsr, v_rsi_24_sum, ma35_c))",2,6,alpha_1042,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ts_std_40(ta_dx_25(ta_lr_slope_5(sar_index), TA_SAR(ori_rsi_6, ma15_c), ts_kurt_40(ori_cmo_25))), ts_mean_return_20(ts_rank_5(r)))",4,13,alpha_1043,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_range_20(ts_kurt_20(ta_dx_14(toptrader_oi_lsr, ad_index, TA_TRANGE(fm20, ts_std_10(TA_HT_DCPERIOD(cci_55)), ta_dema_55(sarext)))))",6,12,alpha_1044,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_delta_17(ts_delta_3(ta_trix_8(ts_prod_17(c)))),4,5,alpha_1045,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_20(abs(ta_dx_25(elu(v_bop_sum), TA_HT_DCPERIOD(cci_55), ts_argmin_10(ta_beta_10(ori_trix_21, c_ts_sma_21)))))",5,11,alpha_1046,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"div(ta_ema_21(ts_sma_8(TS_CORR_40(ma15_c, toptrader_count_lsr))), v_rsi_12_obv)",4,7,alpha_1047,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocp_25(ts_prod_8(ta_mom_25(ad_index))),3,4,alpha_1048,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_lr_slope_5(ts_prod_17(ts_delta_17(v_rsi_6_obv))),3,4,alpha_1049,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_cmo_25(ts_std_10(elu(ts_argrange_5(ta_lr_slope_10(ts_range_20(v_rsi_24_obv)))))),6,7,alpha_1050,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_BOP(h_ta_lr_angle_10, ta_dema_21(toptrader_count_lsr), sub(ma15_c, c_ts_day_min_40), ta_atr_25(ori_rsi_6, ma15_c, ori_trix_8))",2,11,alpha_1051,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"log(ts_argmax_5(ta_tsf_10(TS_CORR_20(toptrader_count_lsr, TA_SAR(ma35_c, v_rsi_24_sum)))))",5,8,alpha_1052,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_mom_25(ta_beta_20(ts_argrange_20(ts_delta_8(ts_sum_3(v_rsi_6_obv))), ta_minus_di_25(TA_HT_DCPERIOD(ta_mom_12(ma15_c)), add(ts_delta_17(ori_ta_obv), sub(close_macd, count_lsr)), ts_argmax_5(min(trades, l_ts_argmax_20)))))",5,20,alpha_1053,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_prod_17(ts_kurt_40(ts_skew_10(ts_sma_55(toptrader_count_lsr)))),4,5,alpha_1054,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_delta_3(div(ts_argmax_20(ta_rsi_12(ts_skew_40(ori_rsi_6))), neg(ta_trima_8(ta_lr_slope_20(log(sarext))))))",6,11,alpha_1055,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_sma_21(ts_max_10(ta_beta_5(tanh(ts_sum_17(v_rsi_12_obv)), TS_COV_20(TA_SAR(mfi_30, ma35_c), ta_minus_dm_14(ori_trix_21, ori_ta_bop)))))",5,13,alpha_1056,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(ts_skew_10(ts_max_10(vol_ccy)), ts_sma_8(ts_kurt_10(ts_kurt_20(ta_tsf_5(ta_atr_25(l, mfi_30, ma25_c))))))",6,12,alpha_1057,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dx_14(max(ta_trima_55(ts_std_20(cci_25)), ta_rsi_12(ta_rsi_6(cci_25))), TA_BOP(ori_trix_8, c_ts_sma_21, sarext, sarext), ta_cci_14(toptrader_oi_lsr, v_rsi_6_sum, oi_ccy))",4,17,alpha_1058,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"log(ts_argmax_5(ta_tsf_10(TS_CORR_20(toptrader_count_lsr, sqrt(ta_cmo_25(oi))))))",6,8,alpha_1059,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_rank_5(ta_cmo_14(sarext)),2,3,alpha_1060,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_ema_8(ta_dx_25(ts_delta_8(ta_rsi_24(toptrader_oi_lsr)), min(ta_minus_dm_25(r, obv_v), ta_trima_55(v_bop_sum)), ts_mean_return_5(sqrt(ma8_c))))",4,14,alpha_1061,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_delta_3(ts_prod_3(v_trix_8_obv)),2,3,alpha_1062,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_lag_8(TS_COV_20(c, ta_trix_55(log(ts_lag_17(v_rsi_6_obv)))))",5,7,alpha_1063,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_mom_25(ta_beta_5(ta_trima_8(TS_COV_40(v_power_a, o_ts_argmin_10)), ts_rank_20(ts_skew_40(ad_real))))",4,9,alpha_1064,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocp_14(ta_trima_8(oi)),2,3,alpha_1065,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_20(ts_sum_8(ta_tema_8(TA_SAR(ts_prod_8(v_cmo_14_obv), ta_tsf_10(count_lsr)))))",5,8,alpha_1066,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ta_dema_55(h_ts_std_10), ts_std_40(v_cmo_14_obv))",2,5,alpha_1067,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_COV_20(ta_dema_21(sarext), add(ts_kurt_10(ma25_c), sarext))",3,7,alpha_1068,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_trix_8(ta_tsf_10(ta_rocp_25(toptrader_oi_lsr))),3,4,alpha_1069,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"sqrt(ta_beta_5(ts_min_10(ta_beta_5(ori_rsi_24, ori_rsi_24)), ts_argmin_20(stdevrate)))",4,8,alpha_1070,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"mul(elu(TA_TRANGE(ori_trix_55, v_ts_day_max_20, sarext)), ts_max_5(TA_SAR(ad_real, ma8_c)))",3,10,alpha_1071,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_lag_3(ta_lr_angle_10(ta_rocr_14(ts_skew_20(sarext)))),4,5,alpha_1072,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_skew_40(ts_prod_17(v_cci_25_sum)),2,3,alpha_1073,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_minus_di_14(c_ts_sma_21, TS_CORR_20(ta_rocp_14(l_line), TA_SAR(ori_ta_ad, h_line)), v_trix_8_obv)",3,9,alpha_1074,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,elu(ts_argrange_5(ts_std_20(ad_index))),3,4,alpha_1075,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_SAR(ts_argmax_20(sqrt(ta_dema_55(sarext))), ta_lr_intercept_20(mul(v_rsi_24_sum, o)))",4,9,alpha_1076,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_10(ta_minus_dm_25(o_ts_range_10, obv_v))",2,4,alpha_1077,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_trix_8(ta_beta_5(ts_skew_10(ts_kurt_10(sin(ta_lr_slope_10(ts_wma_55(ts_std_40(v_bop_sum)))))), ta_tsf_20(ts_sum_17(TS_COV_40(lgp_shortcut_illiq_6, sarext)))))",8,14,alpha_1078,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ta_rocp_14(neg(ts_sma_8(ori_ta_ad))), min(v_ts_range_5, ori_trix_8))",4,8,alpha_1079,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ts_argmax_20(ts_argmin_5(ts_sum_3(ta_minus_dm_14(ma15_c, sarext)))), ta_lr_intercept_10(ta_mfi_25(ts_rank_5(ts_range_10(v_sar_obv)), log(TS_COV_40(v_rsi_6_sum, ori_ta_bop)), max(ts_min_20(v_ts_argrange_10), ts_min_10(h_ta_lr_angle_10)), ts_prod_17(inv(cci_14)))))",5,24,alpha_1080,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,inv(ta_dema_55(ts_delta_3(ori_ta_ad))),3,4,alpha_1081,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_COV_20(ts_sum_3(ts_std_40(v_sar_obv)), ta_tsf_5(ta_tema_21(cci_25)))",3,7,alpha_1082,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_delta_8(ts_sum_3(ta_trix_55(ts_sma_21(taker_vol_lsr)))),4,5,alpha_1083,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ts_sma_21(ta_minus_dm_14(TA_SAR(mfi_30, toptrader_oi_lsr), TS_COV_20(m_line, fm40))), ta_dema_55(TS_COV_20(ts_wma_8(c_ts_argrange_10), ta_lr_slope_10(obv_v))))",4,15,alpha_1084,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_std_20(ts_range_5(ts_sma_8(ts_argrange_20(elu(v_bop_sum))))),5,6,alpha_1085,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(ta_minus_di_14(ta_trix_21(ts_delta_8(v_ts_argrange_10)), mfi_index, kdj_d), ts_argmin_5(sar_index))",4,9,alpha_1086,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_cmo_14(ta_rsi_24(ta_cmo_25(ts_wma_8(ts_kurt_10(ta_willr_25(ma15_c, v_rsi_6_sum, oi))))))",6,9,alpha_1087,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_SAR(ta_dx_14(kdj_d, ta_aroonosc_25(h, sar_close), TA_HT_DCPHASE(taker_vol_lsr)), ma15_c)",3,9,alpha_1088,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_max_10(ta_rocp_14(ts_sma_21(ta_dema_21(ts_skew_20(ts_prod_17(tr_index)))))),6,7,alpha_1089,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_std_10(ta_dema_21(ta_dema_55(v_power_a))),3,4,alpha_1090,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_sma_55(ta_tema_21(ts_sma_21(ta_rocp_14(ta_dema_21(ts_max_20(ts_argmax_10(v_rsi_6_sum))))))),7,8,alpha_1091,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(ta_lr_angle_10(ta_trix_21(ts_range_20(ta_mom_12(ad_index)))), ta_trix_55(ta_lr_intercept_20(ta_willr_25(ts_argmin_10(mfi_30), ts_range_5(oi), ta_mfi_14(o_ts_argmin_10, ts_max_5(v_sar_obv), cci_55, ma55_c)))))",6,19,alpha_1092,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_lag_8(ta_mom_12(TS_CORR_20(ta_lr_intercept_10(ta_rsi_24(l_ts_day_min_40)), ts_argmin_5(ts_min_10(ori_rsi_24)))))",5,9,alpha_1093,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_trix_21(cos(TS_CORR_20(ta_lr_slope_10(ta_dx_25(mfi_30, count_lsr, stdevrate)), ts_argrange_20(ts_range_5(ori_trix_55)))))",5,11,alpha_1094,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_argrange_20(ta_rocp_14(ta_lr_slope_20(ta_lr_angle_20(ta_lr_slope_20(ad_index))))),5,6,alpha_1095,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ta_tsf_5(ta_rocr_25(ts_range_5(v_rsi_6_obv))), ts_mean_return_20(ts_rank_5(r)))",4,8,alpha_1096,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_10(ta_trix_21(ts_delta_8(ts_mean_return_5(TS_CORR_20(ts_mean_return_5(sqrt(tanh(h_ta_lr_angle_10))), ts_lag_3(ta_lr_intercept_20(ts_min_5(v_trix_8_obv))))))), ta_trima_8(ts_argmin_10(ts_argmin_10(ts_rank_5(l_ts_argrange_5)))))",8,18,alpha_1097,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_prod_17(ts_min_5(ta_lr_intercept_20(v_power_a))),3,4,alpha_1098,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_kurt_20(ta_cmo_14(TS_CORR_20(taker_vol_lsr, ts_prod_8(volume_macd))))",4,6,alpha_1099,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_COV_40(ta_mfi_14(c, fm60, toptrader_count_lsr, v_rsi_24_obv), ts_argmin_10(TA_SAR(v_trix_8_obv, trades)))",3,10,alpha_1100,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_mom_25(ta_dema_21(ta_mom_12(v_trix_8_obv))),3,4,alpha_1101,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_rocr_14(ta_minus_di_14(mfi_index, taker_vol_lsr, ori_ta_bop))",2,5,alpha_1102,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_delta_3(ta_aroonosc_25(ts_min_10(ts_lag_3(sarext)), ta_lr_intercept_20(ta_tsf_5(v_rsi_12_obv))))",4,8,alpha_1103,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(c_ts_sma_21, ts_rank_10(ts_prod_17(ts_range_10(v_rsi_6_obv))))",4,6,alpha_1104,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_intercept_10(ta_rocp_14(ta_rocp_14(ta_ema_21(ts_sma_8(TS_CORR_40(ma15_c, toptrader_count_lsr))))))",6,8,alpha_1105,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_skew_20(ts_argmin_5(ts_rank_5(ts_prod_17(v_rsi_6_obv)))),4,5,alpha_1106,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_max_10(TS_COV_40(ta_mfi_14(c, fm60, toptrader_count_lsr, v_rsi_24_obv), sqrt(v_rsi_6_sum)))",3,9,alpha_1107,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_prod_17(mul(ta_rocr_25(ta_trix_21(lgp_shortcut_illiq_6)), ta_mfi_25(cos(fm20), ta_mom_12(v_bop_sum), ta_atr_14(toptrader_count_lsr, o_ta_lr_slope_10, v_rsi_6_obv), TS_CORR_20(ta_rocp_14(l_line), sarext))))",5,18,alpha_1108,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"div(TA_BOP(ta_trima_8(ta_mom_12(ma15_c)), sub(ts_prod_8(oi_ccy), ta_atr_14(kdj_k, ma15_c, ma55_c)), ts_prod_8(ta_dema_55(toptrader_oi_lsr)), ta_cci_14(ts_mean_return_20(ori_ta_macd), ts_argmin_20(oi_ccy), ta_rsi_6(ma15_c))), ts_argmax_20(ts_max_10(ts_sma_8(TS_CORR_40(v_cmo_14_obv, oi)))))",5,28,alpha_1109,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_tsf_5(ts_rank_5(TA_SAR(ts_argmax_20(ts_sum_17(ts_std_40(c_power_c))), ta_minus_di_25(ts_range_5(ta_minus_di_14(obv_v, fm40, l_ts_argrange_5)), ta_dx_25(ts_skew_20(ma55_c), tan(h_ts_std_10), ts_argmax_5(v_bop_sum)), ts_lag_3(ta_tsf_10(o_ts_argmin_10))))))",6,23,alpha_1110,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocp_14(ts_range_20(ta_tema_21(elu(v_rsi_6_obv)))),4,5,alpha_1111,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_rank_10(ts_rank_20(ta_beta_5(ta_aroonosc_14(v_sar_obv, ori_ta_obv), ts_sum_17(v_cmo_14_obv))))",4,8,alpha_1112,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_10(ta_beta_5(sarext, ts_skew_20(ta_lr_intercept_20(cci_14))))",4,6,alpha_1113,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_delta_8(ta_mfi_25(ts_prod_17(ta_rocr_25(ta_beta_5(ta_ema_21(stdevrate), inv(h_line)))), l_ts_prod_8, ma55_c, v_cci_25_obv))",6,12,alpha_1114,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_tema_55(TS_CORR_40(ta_dx_25(ts_mean_return_20(ts_sum_3(ta_trix_55(ts_sma_21(taker_vol_lsr)))), ts_lag_3(v_rsi_6_sum), ts_range_20(v_ts_sma_21)), ts_min_5(inv(ori_ta_ad))))",7,15,alpha_1115,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(sqrt(ts_rank_5(ta_dx_25(sarext, fm30, close_macd))), ta_dema_8(ts_sma_55(h_line)))",4,10,alpha_1116,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_argrange_10(ts_argmin_10(ta_tsf_20(v_rsi_24_obv))),3,4,alpha_1117,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"elu(ta_aroonosc_25(ta_mom_12(ts_sma_55(ta_willr_14(v_ts_argrange_10, sarext, tr_index))), ta_lr_intercept_20(ta_tsf_5(v_rsi_12_obv))))",5,11,alpha_1118,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_kurt_10(ta_dema_55(min(ta_tsf_20(ts_sma_21(v_rsi_6_sum)), tanh(ma25_c))))",5,8,alpha_1119,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_std_40(TS_COV_20(ta_dema_55(ta_ema_8(ta_beta_5(m_line, lgp_shortcut_illiq_6))), ta_ema_55(ta_beta_5(ta_dema_21(cci_14), ta_dx_25(sarext, v_ta_cmo_25, r)))))",5,15,alpha_1120,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocr_25(ts_argrange_5(ts_max_5(v_cmo_14_obv))),3,4,alpha_1121,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_prod_17(ts_mean_return_20(ta_atr_25(ta_tsf_20(oi), ts_range_5(sar_index), ta_dema_8(cci_55))))",4,9,alpha_1122,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"log(ta_tsf_5(TS_CORR_20(ta_rsi_12(v_rsi_6_sum), ta_ema_8(sar_index))))",4,7,alpha_1123,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_argrange_20(ts_kurt_20(ta_minus_di_14(ta_aroonosc_25(ta_lr_intercept_20(ori_cmo_25), ts_kurt_10(stdevrate)), tanh(v_rsi_24_sum), ta_rsi_24(TA_HT_DCPERIOD(kdj_d)))))",5,13,alpha_1124,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocp_14(ta_lr_slope_10(ta_lr_angle_20(ta_lr_slope_20(ad_index)))),4,5,alpha_1125,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_tema_55(TS_COV_40(abs(c_ts_sma_21), ts_prod_17(ori_rsi_12)))",3,6,alpha_1126,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_cmo_14(ts_prod_8(ta_mom_25(ta_rsi_6(ts_sum_3(v_cci_25_obv))))),5,6,alpha_1127,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_lr_angle_10(elu(cos(ts_delta_3(ta_dema_21(v_bop_sum))))),5,6,alpha_1128,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"mul(ts_argmin_20(ts_std_40(ta_beta_20(sarext, h_ts_argmax_5))), ts_max_5(max(ts_prod_8(ta_tema_55(abs(c_power_c))), ta_minus_di_14(kdj_d, ppo, ppo))))",6,16,alpha_1129,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_kurt_10(ta_dema_55(min(ta_tsf_20(ts_sma_21(v_rsi_6_sum)), ts_std_10(ts_wma_55(ta_dx_25(l_ts_argrange_5, toptrader_count_lsr, sarext))))))",6,12,alpha_1130,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_delta_17(ta_tsf_10(v_cmo_14_obv)),2,3,alpha_1131,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
